product,reactants,label,target,source,hallucination_score,reason
COc1ccc2nccc(C(=O)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,COc1ccc2nccc(C(=O)Cl)c2c1.CC[C@@H]1CCN(CCSc2cccs2)C[C@@H]1C(=O)O,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,95,
COc1ccc2nccc(C(=O)Cl)c2c1,O=S(Cl)Cl.COc1ccc2nccc(C(=O)O)c2c1,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,90,
CC[C@@H]1CCN(CCSc2cccs2)C[C@@H]1C(=O)O,CC[C@@H]1CCNC[C@@H]1C(=O)O.BrCCSc1cccs1,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,95,
CC[C@@H]1CCNC[C@@H]1C(=O)O,CC[C@@H]1CCNC[C@@H]1C#N,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,85,
CC[C@@H]1CCNC[C@@H]1C#N,CC[C@@H]1CCNC[C@@H]1Br,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,90,
CC[C@@H]1CCNC[C@@H]1Br,CCC1CCNCC1,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,90,
CCC1CCNCC1,CCC1CCN(Cc2ccccc2)CC1,1,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,0,
BrCCSc1cccs1,Sc1cccs1.BrCCBr,0,COc1ccc2nccc(C(N)CC[C@@H]3CCN(CCSc4cccs4)C[C@@H]3C(=O)O)c2c1,patent,95,
O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,O=C=Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1.Nc1ccccc1F,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,95,
O=C=Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1,Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1.O=C=O,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,95,
Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1,O=C(O)C12CC3CC(C1)CC(c1ncc(Br)s1)(C3)C2.Nc1ccc(B(O)O)cc1,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,90,
O=C(O)C12CC3CC(C1)CC(c1ncc(Br)s1)(C3)C2,Clc1ncc(Br)s1.O=C(O)C12CC3CC(CC(C3)C1)C2,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,95,
O=C(O)C12CC3CC(CC(C3)C1)C2,CCOC(=O)C12CC3CC(CC(C3)C1)C2,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,90,
Nc1ccc(B(O)O)cc1,O=[N+]([O-])c1ccc(B(O)O)cc1,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,90,
Nc1ccccc1F,O=C(Nc1ccccc1F)C(F)(F)F,0,O=C(Nc1ccc(-c2cnc(C34CC5CC(CC(C(=O)O)(C5)C3)C4)s2)cc1)Nc1ccccc1F,patent,85,
OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O.Bc1ccc(C#Cc2cnccn2)cc1,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,95,
OC[C@H]1O[C@](O)(c2ccc(Cl)c(Br)c2)[C@H](O)[C@@H](O)[C@@H]1O,CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.Clc1ccccc1Br,1,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,50,
CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CCOC(C)=O.CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,90,
CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC(C)=O.CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1OC(C)=O,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,90,
CC(=O)OC[C@H]1O[C@H](OC(C)=O)[C@H](O)[C@@H](O)[C@@H]1OC(C)=O,CC(=O)OC(C)=O.CC(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC(C)=O,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,90,
CC(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1OC(C)=O,CC(=O)OC(C)=O.CC(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,90,
CC(=O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,C=COC(C)=O.OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,90,
Clc1ccccc1Br,Nc1ccccc1Cl,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,95,
Nc1ccccc1Cl,Nc1c(Cl)cccc1Cl,1,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,35,
Bc1ccc(C#Cc2cnccn2)cc1,Bc1ccc(Br)cc1.C#Cc1cnccn1,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,95,
Bc1ccc(Br)cc1,Nc1ccc(Br)cc1,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,95,
C#Cc1cnccn1,C[Si](C)(C)C#Cc1cnccn1,0,OC[C@H]1O[C@](O)(c2ccc(Cl)c(Cc3ccc(C#Cc4cnccn4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,patent,85,
Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,Nc1ncnc2c1c(Br)cn2C1CCC1.OB(O)c1ccc2ccc(-c3ccccc3)nc2c1,0,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,90,
Nc1ncnc2c1c(Br)cn2C1CCC1,BrC1CCC1.Nc1ncnc2[nH]cc(Br)c12,0,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,95,
OB(O)c1ccc2ccc(-c3ccccc3)nc2c1,OB(O)c1ccc2cc(Br)c(-c3ccccc3)nc2c1,1,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,35,
OB(O)c1ccc2cc(Br)c(-c3ccccc3)nc2c1,Nc1cc(B(O)O)ccc1C=O.O=C(CBr)c1ccccc1,1,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,0,
Nc1cc(B(O)O)ccc1C=O,O=Cc1ccc(B(O)O)cc1[N+](=O)[O-],0,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,90,
O=Cc1ccc(B(O)O)cc1[N+](=O)[O-],O=[N+]([O-])c1cc(B(O)O)ccc1CO,0,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,100,
O=[N+]([O-])c1cc(B(O)O)ccc1CO,O=C(O)c1ccc(B(O)O)cc1[N+](=O)[O-],0,Nc1ncnc2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)cn2C1CCC1,patent,95,
CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,CCCC[C@@H](N)[C@@H](F)C(=O)OC.O=C(O)[C@@H]1CCCN1,0,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,patent,85,
CCCC[C@@H](N)[C@@H](F)C(=O)OC,CCCC[C@@H](N)[C@@H](F)C(=O)O,0,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,patent,90,
CCCC[C@@H](N)[C@@H](F)C(=O)O,CCCC[C@@H](N)CC(=O)O,0,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,patent,90,
CCCC[C@@H](N)CC(=O)O,CCCC[C@@H](N)CC(=O)OCC,0,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,patent,90,
O=C(O)[C@@H]1CCCN1,O=C(OCc1ccccc1)[C@@H]1CCCN1,1,CCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)O)[C@@H](F)C(=O)OC,patent,0,
NC1=Nc2ccc(F)cc2C2CCCC12,O=C1c2ccc(F)cc2C2CCCC12.N,1,NC1=Nc2ccc(F)cc2C2CCCC12,patent,40,
O=C1c2ccc(F)cc2C2CCCC12,O=C(C1=CCCC1)c1ccc(F)cc1,1,NC1=Nc2ccc(F)cc2C2CCCC12,patent,45,
O=C(C1=CCCC1)c1ccc(F)cc1,CCOCC.N#CC1=CCCC1.Fc1ccc(Br)cc1,0,NC1=Nc2ccc(F)cc2C2CCCC12,patent,80,
CC1(C)OCC(C)(CO[Si](C)(C)C(C)(C)C)N(Cc2ccccc2)C1=O,CC1(CO[Si](C)(C)C(C)(C)C)COC(C)(C)C(=O)N1.BrCc1ccccc1,0,CC1(C)OCC(C)(CO[Si](C)(C)C(C)(C)C)N(Cc2ccccc2)C1=O,patent,95,
CC1(CO[Si](C)(C)C(C)(C)C)COC(C)(C)C(=O)N1,CC1(CO)COC(C)(C)C(=O)N1.CC(C)(C)[Si](C)(C)Cl,0,CC1(C)OCC(C)(CO[Si](C)(C)C(C)(C)C)N(Cc2ccccc2)C1=O,patent,95,
CC(C)(C)[Si](C)(C)Cl,C[SiH](C)C(C)(C)C,0,CC1(C)OCC(C)(CO[Si](C)(C)C(C)(C)C)N(Cc2ccccc2)C1=O,patent,90,
CCc1[nH]c(C(=O)N[C@H]2CCN(c3nc(C(=O)O)c(C)s3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F.CO[C@@H]1CN(c2nc(C(=O)O)c(C)s2)CC[C@@H]1N,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3nc(C(=O)O)c(C)s3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
CO[C@@H]1CN(c2nc(C(=O)O)c(C)s2)CC[C@@H]1N,CO[C@@H]1CNCC[C@@H]1N.Cc1sc(Cl)nc1C(=O)O,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3nc(C(=O)O)c(C)s3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
Cn1oc(=O)nc1/C(=N\OCc1cccc(NC(=O)OCCc2ccccc2)n1)c1ccccc1,Cn1oc(=O)nc1/C(=N\OCc1cccc(N)n1)c1ccccc1.O=C(Cl)OCCc1ccccc1,0,Cn1oc(=O)nc1/C(=N\OCc1cccc(NC(=O)OCCc2ccccc2)n1)c1ccccc1,patent,95,
O=C(Cl)OCCc1ccccc1,O=C(Cl)Cl.OCCc1ccccc1,0,Cn1oc(=O)nc1/C(=N\OCc1cccc(NC(=O)OCCc2ccccc2)n1)c1ccccc1,patent,95,
CCCC[Sn](/C=C/C1(O)C(C)=CC2(CC1(C)C(F)(F)F)OC(C)C(C)O2)(CCCC)CCCC,C#CC1(O)C(C)=CC2(CC1(C)C(F)(F)F)OC(C)C(C)O2.CCCC[Sn](CCCC)CCCC,0,CCCC[Sn](/C=C/C1(O)C(C)=CC2(CC1(C)C(F)(F)F)OC(C)C(C)O2)(CCCC)CCCC,patent,95,
CCCC[Sn](CCCC)CCCC,Cl[Sn](Cl)(Cl)Cl.CCCC[Mg]Br,1,CCCC[Sn](/C=C/C1(O)C(C)=CC2(CC1(C)C(F)(F)F)OC(C)C(C)O2)(CCCC)CCCC,patent,45,
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H](C(=O)O)[C@H]3CCN(C(=O)OC(C)(C)C)C3)cc2)c(Cl)c1.COCCCc1cc(CN)c(C2CC2)c(OCc2ccc(-c3nnn[nH]3)cc2)c1,1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,45,
Cc1cc(Cl)c(OCCOc2ccc([C@H](C(=O)O)[C@H]3CCN(C(=O)OC(C)(C)C)C3)cc2)c(Cl)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H](C(=O)O)[C@H]3CCNC3)cc2)c(Cl)c1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,75,
Cc1cc(Cl)c(OCCOc2ccc([C@H](C(=O)O)[C@H]3CCNC3)cc2)c(Cl)c1,O=C(O)[C@@H](c1ccc(O)cc1)[C@H]1CCNC1.ClCCCl.Cc1cc(Cl)c(O)c(Cl)c1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,90,
O=C(O)[C@@H](c1ccc(O)cc1)[C@H]1CCNC1,C1CCNC1.O=C(O)C(Br)c1ccc(O)cc1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,95,
O=C(O)C(Br)c1ccc(O)cc1,O=C(O)Cc1ccc(O)cc1.O=C1CCC(=O)N1Br,1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,55,
Cc1cc(Cl)c(O)c(Cl)c1,O=C1CCC(=O)N1Cl.Cc1ccc(O)c(Cl)c1,1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,55,
COCCCc1cc(CN)c(C2CC2)c(OCc2ccc(-c3nnn[nH]3)cc2)c1,COCCCc1cc(O)c(C2CC2)c(CN)c1.BrCc1ccc(-c2nnn[nH]2)cc1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,95,
COCCCc1cc(O)c(C2CC2)c(CN)c1,COCCCc1cc(O)c(C2CC2)c(C=O)c1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,95,
COCCCc1cc(O)c(C2CC2)c(C=O)c1,COCCCc1cc(O)c(C2CC2)c(CO)c1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,100,
BrCc1ccc(-c2nnn[nH]2)cc1,Cc1ccc(-c2nnn[nH]2)cc1.O=C1CCC(=O)N1Br,1,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCc2ccc(-c3nnn[nH]3)cc2)c1,patent,30,
C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(=O)CC(C)(C)N1,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(O)CC(C)(C)N1,0,C[C@H](O[Si](C)(C)C(C)(C)C)[C@@H]1CC(=O)CC(C)(C)N1,patent,100,
COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,C=CCCC(CCCc1cccnc1)CC(C)(C)C(=O)OC,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,90,
C=CCCC(CCCc1cccnc1)CC(C)(C)C(=O)OC,COC(=O)C(C)(C)Br.C=CCCC(C)CCCc1cccnc1,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
COC(=O)C(C)(C)Br,COS(=O)(=O)OC.CC(C)(Br)C(=O)O,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,80,
C=CCCC(C)CCCc1cccnc1,Cc1cccnc1.C=CCCC(C)CCBr,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
Cc1cccnc1,OCc1cccnc1,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
C=CCCC(C)CCBr,C=CCCC(C)CCO,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
C=CCCC(C)CCO,C=CCCC(C)C=O.CCBr,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
C=CCCC(C)C=O,CCC=O.C=CCC=O,0,COC(=O)C(C)(C)CC(CCCCO)CCCc1cccnc1,patent,95,
Oc1ccc2c3c(ccc2c1)Cc1ccccc1OC3c1ccc(OCCN2CCCCC2)cc1,O=Cc1c(Cc2ccccc2O)ccc2cc(O)ccc12.c1ccc(OCCN2CCCCC2)cc1,1,Oc1ccc2c3c(ccc2c1)Cc1ccccc1OC3c1ccc(OCCN2CCCCC2)cc1,patent,65,
O=Cc1c(Cc2ccccc2O)ccc2cc(O)ccc12,Oc1ccccc1CBr.O=Cc1c(B(O)O)ccc2cc(O)ccc12,0,Oc1ccc2c3c(ccc2c1)Cc1ccccc1OC3c1ccc(OCCN2CCCCC2)cc1,patent,90,
O=Cc1c(B(O)O)ccc2cc(O)ccc12,COC(Cl)Cl.OB(O)c1ccc2cc(O)ccc2c1,1,Oc1ccc2c3c(ccc2c1)Cc1ccccc1OC3c1ccc(OCCN2CCCCC2)cc1,patent,30,
c1ccc(OCCN2CCCCC2)cc1,Oc1ccccc1.ClCCN1CCCCC1,0,Oc1ccc2c3c(ccc2c1)Cc1ccccc1OC3c1ccc(OCCN2CCCCC2)cc1,patent,95,
CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,CC(C)(C)OC(=O)N1CC=C(B(O)O)CC1.FC(F)(F)Cn1ncnc1-c1cc2n(n1)-c1cc(Br)ccc1OCC2,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
CC(C)(C)OC(=O)N1CC=C(B(O)O)CC1,OB(O)C1=CCNCC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,75,
FC(F)(F)Cn1ncnc1-c1cc2n(n1)-c1cc(Br)ccc1OCC2,Brc1ccc2c(c1)-n1nc(I)cc1CCO2.OB(O)c1ncnn1CC(F)(F)F,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
Brc1ccc2c(c1)-n1nc(I)cc1CCO2,Oc1ccc(Br)cc1-n1nc(I)cc1CCBr,1,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,70,
Oc1ccc(Br)cc1-n1nc(I)cc1CCBr,OCCc1cc(I)nn1-c1cc(Br)ccc1O,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,95,
OCCc1cc(I)nn1-c1cc(Br)ccc1O,O=Cc1cc(I)nn1-c1cc(Br)ccc1O,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
O=Cc1cc(I)nn1-c1cc(Br)ccc1O,NNc1cc(Br)ccc1O.O=CC(=O)CC(=O)I,1,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,25,
NNc1cc(Br)ccc1O,NNc1ccccc1O.O=C1CCC(=O)N1Br,1,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,55,
NNc1ccccc1O,COc1ccccc1NN,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,95,
O=CC(=O)CC(=O)I,CON(C)C(=O)C(=O)CC(=O)I,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
CON(C)C(=O)C(=O)CC(=O)I,CNOC.O=C(I)CC(=O)C(=O)O,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,95,
O=C(I)CC(=O)C(=O)O,CCOC(=O)C(=O)CC(=O)I,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
CCOC(=O)C(=O)CC(=O)I,CCOC(=O)C(=O)OCC.CC(=O)I,0,CC(C)(C)OC(=O)N1CC=C(c2ccc3c(c2)-n2nc(-c4ncnn4CC(F)(F)F)cc2CCO3)CC1,patent,90,
COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCN(C(=O)OC(C)(C)C)C[C@@H]3C(=O)O)cc2)c(Cl)c1.COCCCc1cc(O)cc(CNC2CC2)c1,0,COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
COCCCc1cc(O)cc(CNC2CC2)c1,COC/C=C/c1cc(O)cc(CNC2CC2)c1,0,COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,100,
COC/C=C/c1cc(O)cc(CNC2CC2)c1,NC1CC1.COC/C=C/c1cc(O)cc(C=O)c1,0,COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
COC/C=C/c1cc(O)cc(C=O)c1,COC/C=C/B1OC(C)(C)C(C)(C)O1.O=Cc1cc(O)cc(Br)c1,1,COCCCc1cc(O)cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,45,
COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC(C)(C)C(=O)O)c1,CC(C)(C)OC(=O)N1CC[C@@H](c2ccc(O)cc2)[C@@H](C(=O)N(Cc2cc(CCCO)cc(OCCC(C)(C)C(=O)O)c2)C2CC2)C1.Cc1cc(Cl)c(OCCCl)c(Cl)c1,0,COCCCc1cc(CN(C(=O)[C@H]2CN(C(=O)OC(C)(C)C)CC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC(C)(C)C(=O)O)c1,patent,90,
